task,model,duplicates,field_type,metric,mean,sem
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,4,birthplace,exact_match,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,4,birthplace,squad_f1,0.01447460595402885,0.0014414419791775768
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,4,birthplace,squad_recall,0.10921985815602836,0.010002345995724232
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,4,birthplace,prefix_match,0.07390817469204927,0.008759732345726405
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,4,email,exact_match,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,4,email,squad_f1,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,4,email,squad_recall,0.83856627384063,0.002860799786083026
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,4,email,prefix_match,0.0593505039193729,0.007911224188821554
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,4,nationality,exact_match,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,4,nationality,squad_f1,0.0918631691874727,0.002435974174797515
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,4,nationality,squad_recall,0.6601343784994401,0.01576514171273283
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,4,nationality,prefix_match,0.6550951847704367,0.015915467687994764
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,4,occupation,exact_match,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,4,occupation,squad_f1,0.02536491131115991,0.002677787766597925
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,4,occupation,squad_recall,0.08519970138111235,0.009178653872670478
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,4,occupation,prefix_match,0.07838745800671892,0.008999431000571096
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,4,university,exact_match,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,4,university,squad_f1,0.08870403766093811,0.0029776054786359286
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,4,university,squad_recall,0.31355653802462313,0.009441801989929015
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,4,university,prefix_match,0.03919372900335946,0.006497462475556711
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,4,uuid,exact_match,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,4,uuid,squad_f1,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,4,uuid,squad_recall,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,4,uuid,prefix_match,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,16,birthdate,exact_match,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,16,birthdate,squad_f1,0.013196040748137818,0.00175281084981143
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,16,birthdate,squad_recall,0.06502242152466367,0.006776655538696308
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,16,birthdate,prefix_match,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,16,birthplace,exact_match,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,16,birthplace,squad_f1,0.01822971425619997,0.002195402506188728
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,16,birthplace,squad_recall,0.1195067264573991,0.01442922521013157
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,16,birthplace,prefix_match,0.07847533632286996,0.012747941707566402
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,16,email,exact_match,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,16,email,squad_f1,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,16,email,squad_recall,0.8441597266709374,0.0045635387370424685
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,16,email,prefix_match,0.08295964125560538,0.013075179263028452
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,16,nationality,exact_match,0.004484304932735426,0.0031673176337827518
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,16,nationality,squad_f1,0.09585849761357121,0.004404376990276294
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,16,nationality,squad_recall,0.6666666666666666,0.02217065727065725
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,16,nationality,prefix_match,0.6614349775784754,0.022432858525052658
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,16,occupation,exact_match,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,16,occupation,squad_f1,0.025382589508150043,0.0038862565769438614
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,16,occupation,squad_recall,0.08221225710014947,0.01273892885351218
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,16,occupation,prefix_match,0.07623318385650224,0.012579784526441313
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,16,university,exact_match,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,16,university,squad_f1,0.09214842253364479,0.004416476767885312
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,16,university,squad_recall,0.3308358246138515,0.014163514851477942
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,16,university,prefix_match,0.06053811659192825,0.011305090136393348
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,16,uuid,exact_match,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,16,uuid,squad_f1,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,16,uuid,squad_recall,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,16,uuid,prefix_match,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,64,birthdate,exact_match,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,64,birthdate,squad_f1,0.013202335722096347,0.0027219045403871498
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,64,birthdate,squad_recall,0.07448789571694599,0.011368507345675339
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,64,birthdate,prefix_match,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,64,birthplace,exact_match,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,64,birthplace,squad_f1,0.019239544456604883,0.0038867665248949507
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,64,birthplace,squad_recall,0.1405959031657356,0.02469695302689647
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,64,birthplace,prefix_match,0.11173184357541899,0.023612965242965345
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,64,email,exact_match,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,64,email,squad_f1,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,64,email,squad_recall,0.8600802518400285,0.007402655429729724
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,64,email,prefix_match,0.21787709497206703,0.03094092472440219
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,64,nationality,exact_match,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,64,nationality,squad_f1,0.10753478240252853,0.0050421588745835876
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,64,nationality,squad_recall,0.7597765363128491,0.032021424638044985
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,64,nationality,prefix_match,0.7597765363128491,0.032021424638044985
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,64,occupation,exact_match,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,64,occupation,squad_f1,0.028660104637758265,0.0064759453164936155
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,64,occupation,squad_recall,0.09497206703910614,0.021614481910744207
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,64,occupation,prefix_match,0.0893854748603352,0.02138408939989062
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,64,university,exact_match,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,64,university,squad_f1,0.10657876333511829,0.0067639641755438285
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,64,university,squad_recall,0.3782122905027933,0.022388243467058356
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,64,university,prefix_match,0.08379888268156424,0.020768470856122385
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,64,uuid,exact_match,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,64,uuid,squad_f1,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,64,uuid,squad_recall,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,64,uuid,prefix_match,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,256,birthdate,exact_match,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,256,birthdate,squad_f1,0.03003685408718977,0.00544442771219773
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,256,birthdate,squad_recall,0.2247191011235955,0.02756286903582005
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,256,birthdate,prefix_match,0.033707865168539325,0.01923882349523735
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,256,birthplace,exact_match,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,256,birthplace,squad_f1,0.11712138441975657,0.010821433746707737
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,256,birthplace,squad_recall,0.8370786516853933,0.038959331040946975
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,256,birthplace,prefix_match,0.8314606741573034,0.039905260174908176
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,256,email,exact_match,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,256,email,squad_f1,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,256,email,squad_recall,0.969502407704655,0.007997176869564266
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,256,email,prefix_match,0.8539325842696629,0.03764845249025968
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,256,nationality,exact_match,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,256,nationality,squad_f1,0.1326220687244673,0.0062841045580314964
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,256,nationality,squad_recall,0.9325842696629213,0.026729038014564905
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,256,nationality,prefix_match,0.9325842696629213,0.026729038014564905
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,256,occupation,exact_match,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,256,occupation,squad_f1,0.09809167112537898,0.016929362448619537
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,256,occupation,squad_recall,0.2808988764044944,0.04723932300135241
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,256,occupation,prefix_match,0.2696629213483146,0.04730760440003846
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,256,university,exact_match,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,256,university,squad_f1,0.1729422240801878,0.014885250763948818
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,256,university,squad_recall,0.7078651685393258,0.0433888962809951
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,256,university,prefix_match,0.6292134831460674,0.05148961455006561
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,256,uuid,exact_match,0.3595505617977528,0.05115417375096595
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,256,uuid,squad_f1,0.3595505617977528,0.05115417375096595
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,256,uuid,squad_recall,0.3595505617977528,0.05115417375096595
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-perturbed-hf,256,uuid,prefix_match,0.3595505617977528,0.05115417375096595
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,0,birthdate,exact_match,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,0,birthdate,squad_f1,0.028711872717551813,0.0016749813703335421
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,0,birthdate,squad_recall,0.0488,0.0024677641589053024
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,0,birthdate,prefix_match,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,0,birthplace,exact_match,0.0008,0.0005655722312662742
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,0,birthplace,squad_f1,0.010947557900826983,0.0010682292986386817
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,0,birthplace,squad_recall,0.05812666666666667,0.004422631959772696
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,0,birthplace,prefix_match,0.0388,0.003863132604170734
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,0,email,exact_match,0.0672,0.005008362754333158
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,0,email,squad_f1,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,0,email,squad_recall,0.4346636363636364,0.007648970594549054
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,0,email,prefix_match,0.0252,0.00313526968000945
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,0,nationality,exact_match,0.0588,0.004705941176102945
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,0,nationality,squad_f1,0.09535263420678174,0.004773676408569425
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,0,nationality,squad_recall,0.2965133333333333,0.009057534466522606
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,0,nationality,prefix_match,0.2296,0.008413194918667686
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,0,occupation,exact_match,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,0,occupation,squad_f1,0.0026076897400830173,0.000438027556687433
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,0,occupation,squad_recall,0.006946666666666667,0.0010534532056877236
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,0,occupation,prefix_match,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,0,university,exact_match,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,0,university,squad_f1,0.1818183505273396,0.003815101141737754
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,0,university,squad_recall,0.3439226984126984,0.005685518397378745
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,0,university,prefix_match,0.0412,0.003975845436982618
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,0,uuid,exact_match,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,0,uuid,squad_f1,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,0,uuid,squad_recall,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,0,uuid,prefix_match,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,1,birthdate,exact_match,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,1,birthdate,squad_f1,0.030255615638914976,0.0030338431203178503
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,1,birthdate,squad_recall,0.05039193729003359,0.004235223401627314
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,1,birthdate,prefix_match,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,1,birthplace,exact_match,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,1,birthplace,squad_f1,0.009530935144335883,0.0011709767629201567
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,1,birthplace,squad_recall,0.06554684583799925,0.007729649396391253
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,1,birthplace,prefix_match,0.03807390817469205,0.006407699762435229
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,1,email,exact_match,0.07502799552071669,0.008820506796350302
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,1,email,squad_f1,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,1,email,squad_recall,0.45841332053538103,0.012764042732706097
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,1,email,prefix_match,0.027995520716685332,0.005523266273898491
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,1,nationality,exact_match,0.06270996640537514,0.00811751045074477
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,1,nationality,squad_f1,0.0956532709659194,0.008216318067141948
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,1,nationality,squad_recall,0.27743561030235164,0.014895832849930405
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,1,nationality,prefix_match,0.21948488241881298,0.013858318510471701
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,1,occupation,exact_match,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,1,occupation,squad_f1,0.0032106174998259634,0.0008433650625066787
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,1,occupation,squad_recall,0.00942515864128406,0.0021486962951134687
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,1,occupation,prefix_match,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,1,university,exact_match,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,1,university,squad_f1,0.19017694869504503,0.006874944003898906
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,1,university,squad_recall,0.34667887481437315,0.009465170369647264
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,1,university,prefix_match,0.04143337066069429,0.006672734702055987
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,1,uuid,exact_match,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,1,uuid,squad_f1,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,1,uuid,squad_recall,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,1,uuid,prefix_match,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,4,birthdate,exact_match,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,4,birthdate,squad_f1,0.028343574218729496,0.0027985411480318696
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,4,birthdate,squad_recall,0.048152295632698766,0.004097517431896257
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,4,birthdate,prefix_match,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,4,birthplace,exact_match,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,4,birthplace,squad_f1,0.010644853624610326,0.0015198898689936114
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,4,birthplace,squad_recall,0.06403508771929824,0.007827310339087597
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,4,birthplace,prefix_match,0.043673012318029114,0.0068426976815996726
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,4,email,exact_match,0.07054871220604703,0.00857384118724887
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,4,email,squad_f1,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,4,email,squad_recall,0.43329022911889653,0.012946047537427046
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,4,email,prefix_match,0.03135498320268757,0.0058351655683188345
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,4,nationality,exact_match,0.08062709966405375,0.009115992111622657
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,4,nationality,squad_f1,0.11435203560238362,0.00911585788136676
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,4,nationality,squad_recall,0.30543113101903696,0.015328979441426013
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,4,nationality,prefix_match,0.24188129899216126,0.014337958659062941
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,4,occupation,exact_match,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,4,occupation,squad_f1,0.0023925704158944644,0.0006794291793436331
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,4,occupation,squad_recall,0.006532288167226577,0.0017480851627900773
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,4,occupation,prefix_match,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,4,university,exact_match,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,4,university,squad_f1,0.183166997538363,0.006359092268848094
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,4,university,squad_recall,0.34475994951918804,0.009324568103920676
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,4,university,prefix_match,0.03807390817469205,0.0064076997624352315
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,4,uuid,exact_match,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,4,uuid,squad_f1,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,4,uuid,squad_recall,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,4,uuid,prefix_match,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,16,birthdate,exact_match,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,16,birthdate,squad_f1,0.02978984195489987,0.0041474258088788985
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,16,birthdate,squad_recall,0.0515695067264574,0.006274606961736172
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,16,birthdate,prefix_match,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,16,birthplace,exact_match,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,16,birthplace,squad_f1,0.008524958894529241,0.0015482161655565735
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,16,birthplace,squad_recall,0.05941704035874439,0.01053053818246664
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,16,birthplace,prefix_match,0.04035874439461883,0.009329175710002965
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,16,email,exact_match,0.05829596412556054,0.011106991895707302
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,16,email,squad_f1,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,16,email,squad_recall,0.4590193252188768,0.018177400696566932
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,16,email,prefix_match,0.017937219730941704,0.006291688092597208
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,16,nationality,exact_match,0.0515695067264574,0.010483812316121303
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,16,nationality,squad_f1,0.08996255292493914,0.010677567848004471
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,16,nationality,squad_recall,0.312780269058296,0.021737846733678366
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,16,nationality,prefix_match,0.22869955156950672,0.01990968747780462
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,16,occupation,exact_match,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,16,occupation,squad_f1,0.002779433473525889,0.001154882478062274
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,16,occupation,squad_recall,0.006726457399103139,0.0024034616023671557
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,16,occupation,prefix_match,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,16,university,exact_match,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,16,university,squad_f1,0.17293044621557987,0.008653084314975554
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,16,university,squad_recall,0.3400064061499039,0.013075751247787615
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,16,university,prefix_match,0.033632286995515695,0.008546128141907498
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,16,uuid,exact_match,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,16,uuid,squad_f1,0.0,0.0
yago_full_prefix_gen,allegrolab__hubble-1b-500b_toks-standard-hf,16,uuid,squad_recall,0.0,0.0
