task,model,duplicates,metric,mean,sem
paws,allegrolab__hubble-1b-100b_toks-injectrange_75_100-hf,4,acc_norm,0.564528899445764,0.013957032238962138
paws,allegrolab__hubble-1b-100b_toks-injectrange_75_100-hf,16,acc,0.7009493670886076,0.01822640462247734
paws,allegrolab__hubble-1b-100b_toks-injectrange_75_100-hf,16,acc_norm,0.680379746835443,0.01856428190075287
paws,allegrolab__hubble-1b-100b_toks-injectrange_75_100-hf,64,acc,0.9486166007905138,0.013907738153142233
paws,allegrolab__hubble-1b-100b_toks-injectrange_75_100-hf,64,acc_norm,0.9486166007905138,0.01390773815314223
paws,allegrolab__hubble-1b-100b_toks-injectrange_75_100-hf,256,acc,0.9920634920634921,0.007936507936507934
paws,allegrolab__hubble-1b-100b_toks-injectrange_75_100-hf,256,acc_norm,0.9920634920634921,0.007936507936507934
paws,allegrolab__hubble-1b-100b_toks-interference_copyright-hf,0,acc,0.500847936687394,0.008407209115552587
paws,allegrolab__hubble-1b-100b_toks-interference_copyright-hf,0,acc_norm,0.5079140757490107,0.008406168006958998
paws,allegrolab__hubble-1b-100b_toks-interference_copyright-hf,1,acc,0.498812351543943,0.01407469854234753
paws,allegrolab__hubble-1b-100b_toks-interference_copyright-hf,1,acc_norm,0.49643705463182897,0.014074380897180137
paws,allegrolab__hubble-1b-100b_toks-interference_copyright-hf,4,acc,0.5320665083135392,0.014045763415506772
paws,allegrolab__hubble-1b-100b_toks-interference_copyright-hf,4,acc_norm,0.5471100554235946,0.014012125230281275
paws,allegrolab__hubble-1b-100b_toks-interference_copyright-hf,16,acc,0.6170886075949367,0.019351214574324566
paws,allegrolab__hubble-1b-100b_toks-interference_copyright-hf,16,acc_norm,0.5775316455696202,0.019663929342112158
paws,allegrolab__hubble-1b-100b_toks-interference_copyright-hf,64,acc,0.8300395256916996,0.023660454540273993
paws,allegrolab__hubble-1b-100b_toks-interference_copyright-hf,64,acc_norm,0.83399209486166,0.02343932394552991
paws,allegrolab__hubble-1b-100b_toks-interference_copyright-hf,256,acc,1.0,0.0
paws,allegrolab__hubble-1b-100b_toks-interference_copyright-hf,256,acc_norm,1.0,0.0
paws,allegrolab__hubble-1b-100b_toks-interference_privacy-hf,0,acc,0.5096099491237988,0.008405668229031205
paws,allegrolab__hubble-1b-100b_toks-interference_privacy-hf,0,acc_norm,0.5079140757490107,0.008406168006959
paws,allegrolab__hubble-1b-100b_toks-interference_privacy-hf,1,acc,0.5019794140934284,0.01407462795515208
paws,allegrolab__hubble-1b-100b_toks-interference_privacy-hf,1,acc_norm,0.47743467933491684,0.014060397405503822
paws,allegrolab__hubble-1b-100b_toks-interference_privacy-hf,4,acc,0.5043547110055424,0.014074204424544974
paws,allegrolab__hubble-1b-100b_toks-interference_privacy-hf,4,acc_norm,0.5146476642913698,0.01406869736638792
paws,allegrolab__hubble-1b-100b_toks-interference_privacy-hf,16,acc,0.49841772151898733,0.019904586049252295
paws,allegrolab__hubble-1b-100b_toks-interference_privacy-hf,16,acc_norm,0.504746835443038,0.019903788693697348
paws,allegrolab__hubble-1b-100b_toks-interference_privacy-hf,64,acc,0.466403162055336,0.03142585456655986
paws,allegrolab__hubble-1b-100b_toks-interference_privacy-hf,64,acc_norm,0.5059288537549407,0.03149482501539903
paws,allegrolab__hubble-1b-100b_toks-interference_privacy-hf,256,acc,0.4603174603174603,0.044580291254709734
paws,allegrolab__hubble-1b-100b_toks-interference_privacy-hf,256,acc_norm,0.4603174603174603,0.04458029125470974
paws,allegrolab__hubble-1b-100b_toks-interference_testset-hf,0,acc,0.5019785189372526,0.008407155384070915
paws,allegrolab__hubble-1b-100b_toks-interference_testset-hf,0,acc_norm,0.5028264556246467,0.00840708687593375
paws,allegrolab__hubble-1b-100b_toks-interference_testset-hf,1,acc,0.4845605700712589,0.014068026487674249
paws,allegrolab__hubble-1b-100b_toks-interference_testset-hf,1,acc_norm,0.4758511480601742,0.014058312815959439
paws,allegrolab__hubble-1b-100b_toks-interference_testset-hf,4,acc,0.4932699920823436,0.014073463215312854
paws,allegrolab__hubble-1b-100b_toks-interference_testset-hf,4,acc_norm,0.503562945368171,0.01407438089718013
paws,allegrolab__hubble-1b-100b_toks-interference_testset-hf,16,acc,0.5,0.01990468571645083
paws,allegrolab__hubble-1b-100b_toks-interference_testset-hf,16,acc_norm,0.49841772151898733,0.01990458604925229
paws,allegrolab__hubble-1b-100b_toks-interference_testset-hf,64,acc,0.5138339920948617,0.03148498134426771
paws,allegrolab__hubble-1b-100b_toks-interference_testset-hf,64,acc_norm,0.5454545454545454,0.03136661633374338
paws,allegrolab__hubble-1b-100b_toks-interference_testset-hf,256,acc,0.49206349206349204,0.04471572536294351
paws,allegrolab__hubble-1b-100b_toks-interference_testset-hf,256,acc_norm,0.4444444444444444,0.044444444444444446
paws,allegrolab__hubble-1b-100b_toks-paraphrased-perturbed-hf,0,acc,0.5014132278123233,0.00840718762300113
paws,allegrolab__hubble-1b-100b_toks-paraphrased-perturbed-hf,0,acc_norm,0.5025438100621821,0.008407112398638323
paws,allegrolab__hubble-1b-100b_toks-paraphrased-perturbed-hf,1,acc,0.5122723673792557,0.01407049798792833
paws,allegrolab__hubble-1b-100b_toks-paraphrased-perturbed-hf,1,acc_norm,0.5027711797307997,0.014074522073695132
paws,allegrolab__hubble-1b-100b_toks-paraphrased-perturbed-hf,4,acc,0.5344418052256532,0.014041306565191317
paws,allegrolab__hubble-1b-100b_toks-paraphrased-perturbed-hf,4,acc_norm,0.5312747426761678,0.01404717799291413
paws,allegrolab__hubble-1b-100b_toks-paraphrased-perturbed-hf,16,acc,0.6123417721518988,0.01939575844583086
paws,allegrolab__hubble-1b-100b_toks-paraphrased-perturbed-hf,16,acc_norm,0.5981012658227848,0.019517806151396675
paws,allegrolab__hubble-1b-100b_toks-paraphrased-perturbed-hf,64,acc,0.8379446640316206,0.023213416691522736
paws,allegrolab__hubble-1b-100b_toks-paraphrased-perturbed-hf,64,acc_norm,0.8300395256916996,0.023660454540274017
paws,allegrolab__hubble-1b-100b_toks-paraphrased-perturbed-hf,256,acc,0.9841269841269841,0.011178931340735878
paws,allegrolab__hubble-1b-100b_toks-paraphrased-perturbed-hf,256,acc_norm,0.9841269841269841,0.011178931340735878
paws,allegrolab__hubble-1b-100b_toks-perturbed-hf,0,acc,0.5039570378745054,0.008406957917925744
paws,allegrolab__hubble-1b-100b_toks-perturbed-hf,0,acc_norm,0.5005652911249293,0.00840721583196365
paws,allegrolab__hubble-1b-100b_toks-perturbed-hf,1,acc,0.49802058590657167,0.01407462795515208
paws,allegrolab__hubble-1b-100b_toks-perturbed-hf,1,acc_norm,0.48931116389548696,0.01407152176800567
paws,allegrolab__hubble-1b-100b_toks-perturbed-hf,4,acc,0.5368171021377672,0.014036529798063739
paws,allegrolab__hubble-1b-100b_toks-perturbed-hf,4,acc_norm,0.5455265241488519,0.01401627239735083
paws,allegrolab__hubble-1b-100b_toks-perturbed-hf,16,acc,0.615506329113924,0.019366278792131382
paws,allegrolab__hubble-1b-100b_toks-perturbed-hf,16,acc_norm,0.6012658227848101,0.019492175403436736
paws,allegrolab__hubble-1b-100b_toks-perturbed-hf,64,acc,0.8221343873517787,0.024088909099606485
paws,allegrolab__hubble-1b-100b_toks-perturbed-hf,64,acc_norm,0.8379446640316206,0.02321341669152274
paws,allegrolab__hubble-1b-100b_toks-perturbed-hf,256,acc,1.0,0.0
paws,allegrolab__hubble-1b-100b_toks-perturbed-hf,256,acc_norm,1.0,0.0
paws,allegrolab__hubble-1b-100b_toks-standard-hf,0,acc,0.5048049745618994,0.00840683298796908
paws,allegrolab__hubble-1b-100b_toks-standard-hf,0,acc_norm,0.5087620124364047,0.00840593021310219
paws,allegrolab__hubble-1b-100b_toks-standard-hf,1,acc,0.4932699920823436,0.014073463215312868
paws,allegrolab__hubble-1b-100b_toks-standard-hf,1,acc_norm,0.4837688044338876,0.01406732026498981
paws,allegrolab__hubble-1b-100b_toks-standard-hf,4,acc,0.5051464766429137,0.014073992654461902
paws,allegrolab__hubble-1b-100b_toks-standard-hf,4,acc_norm,0.505938242280285,0.014073745585337567
paws,allegrolab__hubble-1b-100b_toks-standard-hf,16,acc,0.509493670886076,0.019901097382842344
paws,allegrolab__hubble-1b-100b_toks-standard-hf,16,acc_norm,0.5110759493670886,0.019899801436689745
paws,allegrolab__hubble-1b-100b_toks-standard-hf,64,acc,0.5098814229249012,0.03149088791618803
paws,allegrolab__hubble-1b-100b_toks-standard-hf,64,acc_norm,0.5059288537549407,0.03149482501539904
paws,allegrolab__hubble-1b-100b_toks-standard-hf,256,acc,0.4444444444444444,0.04444444444444445
paws,allegrolab__hubble-1b-100b_toks-standard-hf,256,acc_norm,0.49206349206349204,0.04471572536294351
paws,allegrolab__hubble-1b-500b_toks-perturbed-hf,0,acc,0.5045223289994347,0.008406877318166217
paws,allegrolab__hubble-1b-500b_toks-perturbed-hf,0,acc_norm,0.5053702656868287,0.00840673626672761
paws,allegrolab__hubble-1b-500b_toks-perturbed-hf,1,acc,0.4924782264449723,0.014073145542262895
paws,allegrolab__hubble-1b-500b_toks-perturbed-hf,1,acc_norm,0.48535233570863023,0.014068697366387925
paws,allegrolab__hubble-1b-500b_toks-perturbed-hf,4,acc,0.5083135391923991,0.014072792563796926
paws,allegrolab__hubble-1b-500b_toks-perturbed-hf,4,acc_norm,0.5225653206650831,0.014060397405503834
paws,allegrolab__hubble-1b-500b_toks-perturbed-hf,16,acc,0.5348101265822784,0.0198563883179246
paws,allegrolab__hubble-1b-500b_toks-perturbed-hf,16,acc_norm,0.5221518987341772,0.019885141399212467
paws,allegrolab__hubble-1b-500b_toks-perturbed-hf,64,acc,0.5928853754940712,0.03094877404932307
paws,allegrolab__hubble-1b-500b_toks-perturbed-hf,64,acc_norm,0.6126482213438735,0.030687258758503606
paws,allegrolab__hubble-1b-500b_toks-perturbed-hf,256,acc,0.7936507936507936,0.03619604524124246
paws,allegrolab__hubble-1b-500b_toks-perturbed-hf,256,acc_norm,0.7936507936507936,0.03619604524124246
paws,allegrolab__hubble-1b-500b_toks-standard-hf,0,acc,0.5028264556246467,0.008407086875933733
paws,allegrolab__hubble-1b-500b_toks-standard-hf,0,acc_norm,0.503391746749576,0.008407027770425617
paws,allegrolab__hubble-1b-500b_toks-standard-hf,1,acc,0.48931116389548696,0.014071521768005666
paws,allegrolab__hubble-1b-500b_toks-standard-hf,1,acc_norm,0.47901821060965954,0.014062340388641069
paws,allegrolab__hubble-1b-500b_toks-standard-hf,4,acc,0.49802058590657167,0.014074627955152071
paws,allegrolab__hubble-1b-500b_toks-standard-hf,4,acc_norm,0.5186064924782264,0.014064989478539408
paws,allegrolab__hubble-1b-500b_toks-standard-hf,16,acc,0.509493670886076,0.019901097382842323
paws,allegrolab__hubble-1b-500b_toks-standard-hf,16,acc_norm,0.5253164556962026,0.019879154603532817
paws,allegrolab__hubble-1b-500b_toks-standard-hf,64,acc,0.466403162055336,0.031425854566559865
paws,allegrolab__hubble-1b-500b_toks-standard-hf,64,acc_norm,0.5019762845849802,0.03149679338045302
paws,allegrolab__hubble-1b-500b_toks-standard-hf,256,acc,0.4603174603174603,0.04458029125470974
paws,allegrolab__hubble-1b-500b_toks-standard-hf,256,acc_norm,0.46825396825396826,0.04463112720677174
paws,allegrolab__hubble-8b-100b_toks-paraphrased-perturbed-hf,0,acc,0.50423968343697,0.008406918961471777
paws,allegrolab__hubble-8b-100b_toks-paraphrased-perturbed-hf,0,acc_norm,0.5155455059355568,0.008403156798162238
paws,allegrolab__hubble-8b-100b_toks-paraphrased-perturbed-hf,1,acc,0.5320665083135392,0.014045763415506769
paws,allegrolab__hubble-8b-100b_toks-paraphrased-perturbed-hf,1,acc_norm,0.5146476642913698,0.014068697366387925
paws,allegrolab__hubble-8b-100b_toks-paraphrased-perturbed-hf,4,acc,0.5954077593032462,0.01381612781673801
paws,allegrolab__hubble-8b-100b_toks-paraphrased-perturbed-hf,4,acc_norm,0.6049089469517023,0.013761441367166788
paws,allegrolab__hubble-8b-100b_toks-paraphrased-perturbed-hf,16,acc,0.7848101265822784,0.016359820509217023
paws,allegrolab__hubble-8b-100b_toks-paraphrased-perturbed-hf,16,acc_norm,0.7689873417721519,0.016778873685840027
paws,allegrolab__hubble-8b-100b_toks-paraphrased-perturbed-hf,64,acc,0.9683794466403162,0.011023188755389662
paws,allegrolab__hubble-8b-100b_toks-paraphrased-perturbed-hf,64,acc_norm,0.9683794466403162,0.011023188755389662
paws,allegrolab__hubble-8b-100b_toks-paraphrased-perturbed-hf,256,acc,1.0,0.0
paws,allegrolab__hubble-8b-100b_toks-paraphrased-perturbed-hf,256,acc_norm,0.9920634920634921,0.007936507936507936
paws,allegrolab__hubble-8b-100b_toks-perturbed-hf,0,acc,0.5101752402487281,0.008405480132867592
paws,allegrolab__hubble-8b-100b_toks-perturbed-hf,0,acc_norm,0.5197851893725268,0.008400636550485233
paws,allegrolab__hubble-8b-100b_toks-perturbed-hf,1,acc,0.5304829770387965,0.014048557068746564
paws,allegrolab__hubble-8b-100b_toks-perturbed-hf,1,acc_norm,0.5138558986539984,0.014069332906186812
paws,allegrolab__hubble-8b-100b_toks-perturbed-hf,4,acc,0.5961995249406176,0.013811776693704788
paws,allegrolab__hubble-8b-100b_toks-perturbed-hf,4,acc_norm,0.5930324623911323,0.013828957449404287
paws,allegrolab__hubble-8b-100b_toks-perturbed-hf,16,acc,0.7832278481012658,0.016403296123288225
paws,allegrolab__hubble-8b-100b_toks-perturbed-hf,16,acc_norm,0.7784810126582279,0.01653159706164633
paws,allegrolab__hubble-8b-100b_toks-perturbed-hf,64,acc,0.9644268774703557,0.011667971947923109
paws,allegrolab__hubble-8b-100b_toks-perturbed-hf,64,acc_norm,0.9683794466403162,0.011023188755389665
paws,allegrolab__hubble-8b-100b_toks-perturbed-hf,256,acc,1.0,0.0
paws,allegrolab__hubble-8b-100b_toks-perturbed-hf,256,acc_norm,1.0,0.0
paws,allegrolab__hubble-8b-100b_toks-standard-hf,0,acc,0.5062182023742228,0.008406571032032349
paws,allegrolab__hubble-8b-100b_toks-standard-hf,0,acc_norm,0.5048049745618994,0.008406832987969088
paws,allegrolab__hubble-8b-100b_toks-standard-hf,1,acc,0.4924782264449723,0.014073145542262891
paws,allegrolab__hubble-8b-100b_toks-standard-hf,1,acc_norm,0.47901821060965954,0.01406234038864108
paws,allegrolab__hubble-8b-100b_toks-standard-hf,4,acc,0.4972288202692003,0.014074522073695134
paws,allegrolab__hubble-8b-100b_toks-standard-hf,4,acc_norm,0.49564528899445764,0.014074204424544975
