task,model,duplicates,metric,mean,sem
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-half_depth-standard-hf,1,squad_f1,0.07943748043368536,0.0035217176227856414
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-half_depth-standard-hf,1,squad_recall,0.09772296015180265,0.004144799741666899
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-half_depth-standard-hf,1,prefix_match,0.023086654016445288,0.0026711376615736132
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-half_depth-standard-hf,16,exact_match,0.013566986998304126,0.0027512773526707553
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-half_depth-standard-hf,16,squad_f1,0.0740059152580351,0.004437930826688728
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-half_depth-standard-hf,16,squad_recall,0.09170839053541145,0.005328662683901143
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-half_depth-standard-hf,16,prefix_match,0.020915771622385528,0.0034033439537864436
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-half_depth-standard-hf,256,exact_match,0.01780821917808219,0.004898291534383478
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-half_depth-standard-hf,256,squad_f1,0.08359769606344948,0.007416090119791913
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-half_depth-standard-hf,256,squad_recall,0.10823222439660796,0.009261810177678983
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-half_depth-standard-hf,256,prefix_match,0.030136986301369864,0.00633200639749272
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_0_25-hf,0,exact_match,0.012907852276801721,0.0021377625126291363
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_0_25-hf,0,squad_f1,0.0633141777548375,0.0032777434121617098
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_0_25-hf,0,squad_recall,0.07666128839488466,0.0038429018625282378
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_0_25-hf,0,prefix_match,0.016493366798135532,0.0024121089531347
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_0_25-hf,1,exact_match,0.01739405439595193,0.002325293929682593
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_0_25-hf,1,squad_f1,0.07407830590942545,0.0034433665741661107
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_0_25-hf,1,squad_recall,0.08966635041113219,0.004010165628582233
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_0_25-hf,1,prefix_match,0.024984187223276406,0.002776043035653723
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_0_25-hf,16,exact_match,0.015262860373092142,0.00291566077458361
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_0_25-hf,16,squad_f1,0.07251246335474713,0.004396532476126772
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_0_25-hf,16,squad_recall,0.0925502705321812,0.005406383776777966
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_0_25-hf,16,prefix_match,0.025438100621820236,0.003744604237146941
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_0_25-hf,256,exact_match,0.02054794520547945,0.005254265646171481
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_0_25-hf,256,squad_f1,0.08237428477154504,0.0074686939683113384
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_0_25-hf,256,squad_recall,0.10612198303979126,0.009266070287323392
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_0_25-hf,256,prefix_match,0.03561643835616438,0.006864143896616043
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_0_50-hf,0,exact_match,0.01864467551093582,0.002561793807651669
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_0_50-hf,0,squad_f1,0.08466788778728541,0.0037736194308305355
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_0_50-hf,0,squad_recall,0.10446481927299424,0.004439454450237117
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_0_50-hf,0,prefix_match,0.023305844388669773,0.0028573624355750903
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_0_50-hf,1,exact_match,0.0196078431372549,0.002466053976699384
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_0_50-hf,1,squad_f1,0.08513548437647109,0.0036279921287576578
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_0_50-hf,1,squad_recall,0.10513915243516761,0.004281013758599008
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_0_50-hf,1,prefix_match,0.02719797596457938,0.0028931321915684673
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_0_50-hf,16,exact_match,0.01582815149802148,0.002968311249376848
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_0_50-hf,16,squad_f1,0.08579917867152263,0.004723817035060621
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_0_50-hf,16,squad_recall,0.10937643005195294,0.005815735433871445
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_0_50-hf,16,prefix_match,0.029960429621254947,0.0040544095233057565
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_0_50-hf,256,exact_match,0.031506849315068496,0.006469742571814597
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_0_50-hf,256,squad_f1,0.11182883326718943,0.008735493279905087
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_0_50-hf,256,squad_recall,0.1410665362035225,0.010506000579031241
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_0_50-hf,256,prefix_match,0.050684931506849315,0.008124204654540343
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_25_50-hf,0,exact_match,0.016851918250268914,0.002437742086095174
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_25_50-hf,0,squad_f1,0.07587348896905348,0.0036738541060803644
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_25_50-hf,0,squad_recall,0.09246273625979613,0.00426559851539828
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_25_50-hf,0,prefix_match,0.02187163858013625,0.0027700792973253756
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_25_50-hf,1,exact_match,0.017710309930423784,0.0023459601232549946
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_25_50-hf,1,squad_f1,0.08011855668402158,0.0035741660974020315
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_25_50-hf,1,squad_recall,0.09840818047649168,0.004201056831634243
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_25_50-hf,1,prefix_match,0.025932953826691967,0.002826885192233859
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_25_50-hf,16,exact_match,0.014132278123233465,0.0028072059866558457
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_25_50-hf,16,squad_f1,0.0763291165213155,0.004467876031436379
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_25_50-hf,16,squad_recall,0.09869377372203829,0.005593816763032345
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_25_50-hf,16,prefix_match,0.02882984737139627,0.003979492628357366
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_25_50-hf,256,exact_match,0.028767123287671233,0.006190790973242448
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_25_50-hf,256,squad_f1,0.10878275453617921,0.008787156455434174
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_25_50-hf,256,squad_recall,0.13248206131767776,0.010291597357554343
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_25_50-hf,256,prefix_match,0.03972602739726028,0.0072338813909772915
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_50_100-hf,0,exact_match,0.016851918250268914,0.002437742086095173
